,0,1,2,3,4,5,6,7,8,9
0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0
1,1.8787992849598187,1.548860979210114,-2.2157232703936685,2.419545058105349,2.2113160998218055,2.6005367379677615,1.7904112433309314,-1.8839034997153101,2.0998773649438185,1.8873405514127664
2,1.967763700792023,1.4954638862921543,-2.264954885310401,2.461185023015888,2.139728854670741,2.6661912793091096,1.7132879826499237,-1.8980506072246959,2.085070002288056,1.9112505119976273
3,1.921251177563107,1.484364869532212,-2.3234294876471115,2.4471601786422714,2.150622286737868,2.7632497634668316,1.7009902000599868,-1.889916485924849,2.037580808318849,1.8743751947734166
4,1.9297877256800884,1.4943440088149575,-2.2960551604364987,2.4600550572862523,1.9861375798125542,2.7557283789618356,1.7354847895096812,-1.8555943413681721,2.0015342648493406,1.8844383350574319
5,1.8558919710712856,1.444033093980895,-2.2556595317155823,2.492617874905393,2.004908868788993,2.7300579536811997,1.7228135824616548,-1.837372948483448,1.9890377126134964,1.9283110235789487
6,1.8821500986634014,1.5462688658340369,-2.2707242195747983,2.4065243868215767,1.9854920612910512,2.670828407885911,1.7290357573855768,-1.8631723695144278,1.9868858500706268,1.9220710821260398
7,1.921408989770413,1.4397902684190702,-2.3091304175186766,2.443441757140925,2.0002237631919226,2.5915043185350597,1.677145951334339,-1.9153383450342156,2.0078771536139675,1.9353647310800763
8,1.962933161151051,1.4610393851383277,-2.3163111557429277,2.416471025811253,1.9312343905665215,2.5713455864108616,1.7055125079889903,-1.8972102377208704,2.0033494316043545,1.9137805295605699
9,2.0261668408956606,1.5168268101099853,-2.2993790569346926,2.356479911415864,1.9564020810135716,2.621009161160971,1.7527569438335142,-1.9975634780123241,1.9932371740362336,1.89174808790684
10,1.9556885743382586,1.4465405676199614,-2.315709737810181,2.3684804154259806,1.926860800519345,2.649808265804384,1.7856583028356814,-2.008484589693782,1.9628854551059884,1.9017096201995767
