,0,1,2,3,4,5,6,7,8,9
0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1,0.7747618769522432,0.8943102287306862,1.3115326675988725,0.7590091267841578,-0.9979412704115256,-0.7667145438209223,-1.3528302523560651,0.7438809254912557,-0.6398730604703957,-1.1112957474231524
2,0.8787971549266669,0.8122113291854544,1.3283348493651146,0.7660192730637939,-1.157895701682271,-0.7360993506170991,-1.2871835691017535,0.8270346970216392,-0.6689263886145604,-1.1111606387816844
3,0.9913249366036476,0.8502847162143291,1.3110851489695876,0.7336814824598414,-1.149588115151577,-0.8202543417213659,-1.2691851149368654,0.8254713856154159,-0.6632801460349415,-1.1661722441639475
4,1.00968904901029,0.7776472098100461,1.4001700573072757,0.7286454227049178,-1.2417145195213508,-0.7772465258149085,-1.201343440914622,0.8554011327858281,-0.6580606351864503,-1.1386563604765776
5,0.9309353830524467,0.8394224247271516,1.3452971699868397,0.7582775752218396,-1.2301767614129453,-0.873596708012665,-1.2362577634233531,0.9049787643856297,-0.7206733396803573,-1.07742991554228
6,0.8744082153465607,0.9214106742439497,1.2796369398348468,0.7586599490150218,-1.1751844170496175,-0.9192788632078785,-1.1932867461341328,1.0278518222961246,-0.8033381869234947,-1.0737851044604365
7,0.8575285305028844,1.0073659781220332,1.2695808675597247,0.7848398541214584,-1.1710253786719416,-0.9698662079084801,-1.1668418208749527,1.0474710028790308,-0.7273039992405207,-1.0467648336848812
8,0.8192944907990491,1.1098187916680808,1.3092375872565112,0.7354060238249434,-1.1111632120450794,-1.045671289877764,-1.2273780015692026,0.9962790216968224,-0.6586337096553717,-1.0903767653643035
9,0.8800722517783035,1.0421909156549507,1.3784210047499907,0.7344770913036508,-1.2445057292689021,-1.0001606946077777,-1.2224256565741447,1.0889291086871151,-0.6946118007952506,-1.0743606171486761
10,0.7856678812238224,1.1147720803920649,1.2108078115941077,0.7539016176021502,-1.1655387808002182,-1.1113624763242524,-1.3308016070644673,1.1737808730657635,-0.6445537639889378,-1.041573690541767
11,0.7973835898076337,1.1581563692285184,1.331947350275376,0.7453912278812045,-1.0592605651724138,-1.1412690168025474,-1.3101640063091327,1.055462163260701,-0.6131417533353521,-1.0303439894682975
12,0.7656863438467548,1.176758639077809,1.289113896073892,0.7469761305686067,-1.0834821611514598,-1.0207204852371938,-1.3478444045495626,1.086066800203778,-0.6363966790273681,-1.0911457678414906
