,0
0,0.992947046830994
1,0.9755656893445189
2,0.9948897686668055
3,0.9503187149804853
4,0.9788378174268554
5,0.9985416883449307
6,0.9857152802813849
7,0.9848658435380642
8,0.9783073773641986
9,0.9618476686638645
10,0.96029058405682
11,0.9648312616833088
12,1.0005578625821738
13,0.9949158823425159
14,0.9620621416473079
15,0.9320899227950753
16,0.9201181489840455
17,0.900771891323962
18,0.9028102326170339
19,0.8951417715949177
20,0.9168737124447277
21,0.9341337970908701
22,0.9791799372293565
23,0.9741190047658105
24,0.9667988583949912
25,0.9586327852648318
26,0.9787777494609935
27,1.0035055635465762
28,0.9657806165146277
29,0.9376251239107858
30,0.9569545216149067
31,0.9350961662941438
32,0.9477075388917666
33,0.9768139008425504
34,0.99451346406357
35,0.9703042484513649
36,0.9622981118921841
37,0.93729235745832
38,0.9421692154776822
39,0.9242654672015456
40,0.9314607296220189
41,0.9184874699423176
42,0.9120690077685972
43,0.887597631551417
44,0.9201308714651749
45,0.9760743381017452
46,0.9643898296409115
47,0.9712884253870814
48,0.9724540176204155
49,0.9480654655736611
50,0.9514347044916988
51,0.9460416120035949
52,0.9510088967062327
53,0.9322398904459873
54,0.947000799758767
55,0.9184149845476159
56,0.9266747673497904
57,0.9234054689715573
58,0.9161490447096091
59,0.9148259375201602
60,0.9095920796443261
61,0.8978710423836684
62,0.9103098049362828
63,0.946556594314255
64,0.9466653295787913
65,0.9285010676025549
66,0.9253067710422785
67,0.9279959466360845
68,0.9395653462852015
69,0.9158765581341551
70,0.9021314256191306
71,0.9065533204995949
72,0.8911830262123847
73,0.8639545141346953
74,0.8934812966357191
75,0.8902554043741665
76,0.9237068567373173
77,0.9495629681183595
78,0.947587069925083
79,0.9376317000749437
80,0.941770737048915
81,0.9181538330299216
82,0.9375613793119627
83,0.8840595807737933
84,0.8817727027465363
85,0.9151788679691198
86,0.872397902166058
87,0.9025757493780834
88,0.9075067915411099
89,0.9036861803284274
90,0.8837954149222226
91,0.8743717749716644
92,0.9085697937473032
93,0.9258206886875655
94,0.9084756275686496
95,0.8920279254645403
96,0.8909284037411589
97,0.8670269748033133
98,0.8910255230872881
99,0.8791488116622781
100,0.8931136542257777
101,0.8946484041251794
102,0.8911550699677273
103,0.9384586633752171
104,0.9182405494476451
105,0.8946418712465541
106,0.8795449978584592
107,0.8498379364406601
108,0.8587092746484275
109,0.8712068659758783
110,0.8545342663043847
111,0.874482402265472
112,0.8676551482743098
113,0.852092333478324
114,0.855726213297246
115,0.8525965894359196
116,0.8557770077925608
117,0.8452162933890178
118,0.8232833135113536
119,0.8165010124836758
120,0.8150622582771501
121,0.8232393946534077
122,0.7990489269594612
123,0.8161746146384256
124,0.8330403609421554
125,0.8329056227745931
126,0.8207459845097839
127,0.8234322146983778
128,0.8398444724152847
129,0.8306369801034936
130,0.8426162171505919
131,0.8787206315874074
132,0.8701402531657451
133,0.8667169379035674
134,0.8675232205281163
135,0.850686656359501
136,0.8823525532773006
137,0.8784502765959726
138,0.8966107685809834
139,0.8840082374400431
140,0.8551406211447966
141,0.843581748618185
142,0.852825898930666
143,0.8343872887131948
144,0.8660717061686433
145,0.847968887179646
146,0.8509046659640116
147,0.8490069061571283
148,0.8082470659799833
149,0.8242195000533041
150,0.816840282484289
151,0.8208822472755939
152,0.8458029297814533
153,0.8309903766685064
154,0.8121141212474235
155,0.8220983610050071
156,0.8270265889756971
157,0.822136762393875
158,0.8145883353488101
159,0.8221882691842334
160,0.8289725317394733
161,0.839429999912575
162,0.8841614196743002
163,0.8745088156706164
164,0.8750060756752845
165,0.8534543416860474
166,0.844805559078282
167,0.8378646203636704
168,0.8268897162190725
169,0.8156154480631531
170,0.806176993766112
171,0.8113803526941717
172,0.8138146932416483
173,0.7989728962349808
174,0.7833652795945744
175,0.7924126159811108
176,0.8160147549396152
177,0.8076810829651491
178,0.8307376972886188
179,0.8099229618924098
180,0.793241676711558
181,0.7693848752391185
182,0.7709009373105982
183,0.7782777172278746
184,0.7553082992162159
185,0.7413329770022614
186,0.7507873297302716
187,0.7418938130993246
188,0.7532679129179607
189,0.7311837731629177
190,0.7296889960978405
191,0.7463910592595927
192,0.7349323047141764
193,0.7484760321167175
194,0.7457597146283195
195,0.7334328200628946
196,0.7214574571537361
197,0.7262897580558362
198,0.7306316464910416
199,0.7555033854023113
200,0.7453697516831413
201,0.7496433262401563
202,0.750384632948143
203,0.7675273794077397
204,0.7635879528885612
205,0.7796149958889528
206,0.7694535960630808
207,0.7486300025847838
208,0.7615040853817292
209,0.7423445115181713
210,0.7352032730563983
211,0.7733986641590095
212,0.7732966791062903
213,0.7620824863390878
214,0.7504851391155676
215,0.7855001380500743
216,0.8054660465045949
217,0.7929768930935401
218,0.7785071218506888
219,0.7589079033960305
220,0.744731180723127
221,0.7329155701601399
222,0.7210910380073592
223,0.7418954036232435
224,0.7375328828105336
225,0.7291733193265795
226,0.7058434099544602
227,0.706862228573004
228,0.7020242520168082
229,0.6820367742310951
230,0.7064626579618495
231,0.7169490269065529
232,0.7142648140873338
233,0.7037895840677293
234,0.6884368034939436
235,0.6829714261544766
236,0.6578640543142683
237,0.6707850885385638
238,0.6689898895146476
239,0.6871463484455107
240,0.6932708542796654
241,0.6834322398028112
242,0.7005852564354996
243,0.7062476510940477
244,0.7218600463113625
245,0.7283502312298078
246,0.7453787231062681
247,0.7436772500329721
248,0.7322487654236711
249,0.7170064634217936
250,0.7185311617994995
251,0.7288102751140578
252,0.750449278735705
253,0.7629664507591333
254,0.7719735506274056
255,0.7508739059665835
256,0.7598293761564047
257,0.7502072150085032
258,0.7414404106490777
259,0.7677780804737494
260,0.7720913246432878
261,0.8044299794876697
262,0.7776933499113636
263,0.7565848459095196
264,0.7751101673321918
265,0.7940950908653084
266,0.7909040006570163
267,0.7876900879123004
268,0.7769717980736355
269,0.797150605836862
270,0.8025012961444428
271,0.7980163476461481
272,0.800071127788494
273,0.8097920538506898
274,0.8059501508464639
275,0.7868029899172202
276,0.7852701288035936
277,0.7904354662695742
278,0.8164034502084079
279,0.8034867964008275
280,0.818445424291598
281,0.801558684491916
282,0.8153802269223892
283,0.8007633929352624
284,0.7932743011179278
285,0.788619435366943
286,0.816279918306854
287,0.8326410709568168
288,0.8523142920158568
289,0.8701765103171909
290,0.8486368773699674
291,0.8407505836932284
292,0.8248516329171913
293,0.8223523689551998
294,0.8391141709488129
295,0.8435422252092591
296,0.8485635786499921
297,0.8778447691302235
298,0.888146012875962
299,0.861166206505129
300,0.861808866241007
301,0.8711505207721371
302,0.8827245840474727
303,0.8804334067135423
304,0.8811095285498897
305,0.8677025710464659
306,0.8648144707797416
307,0.838277093227661
308,0.8376258335445654
309,0.8310925030549629
310,0.82327451313813
311,0.8417999623176255
312,0.8387963315152498
313,0.8389400030366729
314,0.815981627350285
315,0.8323846492713554
316,0.8157389392447926
317,0.8387940009589846
318,0.8176920731205045
319,0.8410239574933545
320,0.8538600397331542
321,0.8503959551577376
322,0.858095990180365
323,0.8491293831412625
324,0.8508820624123785
325,0.8521900197150468
326,0.8816880075048346
327,0.8611550755823216
328,0.8493014655694333
329,0.8532173597480119
330,0.8665718209258417
331,0.8486583011996442
332,0.8369321931705207
333,0.8652087295077069
334,0.8690553513935567
335,0.8882135833933232
336,0.8976223200175908
337,0.9078929346514106
338,0.9317385671433084
339,0.8999009963307146
340,0.9360670544565287
341,0.9656001167012668
342,0.9547505418865632
343,0.9772434858417894
344,0.9761323993224881
345,0.9866484817342404
346,1.0222311444170609
347,1.0079051064037052
348,1.0148887522598848
349,1.0092326854128315
350,1.0089500223263483
351,1.0268325036295252
352,1.0236988700049119
353,1.0463711577183523
354,1.0284276251925808
355,1.057394298830226
356,1.0462282717965
357,1.0390016309602876
358,1.0268697567097336
359,1.0162081192583687
360,1.0313909703217252
361,1.0468398198563222
362,1.0506236769429
363,1.063903800822647
364,1.0168561504949631
365,1.0088853039844854
366,1.0114670237368615
367,0.9927531301442675
368,1.0098312826096711
369,1.007247062470432
370,1.0142424934691108
371,1.0414583471587497
