,0,1
0,2.0,-2.0
1,1.9814863619781857,-2.048934271456528
2,1.969584551739896,-1.9525777074021298
3,1.9205994973845824,-1.9226551424156273
4,1.9440493805544692,-1.8998785972717858
5,1.93890399673991,-1.8969373480532497
6,1.947580491149086,-1.8857485756324601
7,1.9562857427391815,-1.8842573098755826
8,1.9567115299992028,-1.8431098375147346
9,1.9698946384803633,-1.8959680470891127
10,1.9748576419191017,-1.8680433464416715
11,1.9584632899121897,-1.906592734723404
12,1.916797541035896,-1.9444289674733326
13,1.8966279618344988,-1.9234099399042393
14,1.9140413168975876,-1.912460587692818
15,1.9011593656936885,-1.8475262508375263
16,1.923405390704846,-1.8246292344418964
17,1.9591631036797201,-1.844063316407124
18,1.9925343285981212,-1.8755274895278118
19,2.006799866442975,-1.9144634058808376
20,2.0431828252793798,-1.9368834070214513
21,2.048968526256804,-1.9301091300904054
22,2.079851143247965,-1.9499809107281578
23,2.0937632898459393,-1.9236276780669805
24,2.126391175181593,-1.9308662001355392
25,2.1003523449423023,-1.9415800516283093
26,2.0602702105063475,-1.9502886111219484
27,2.0396319209123823,-1.9644694076588116
28,1.9924415293507733,-1.8701313420380894
29,2.004824147895481,-1.965221850955032
30,2.0153631977895485,-1.984819752919781
31,1.9831873579608421,-1.967953459660121
32,1.944123215745264,-1.9483911489203052
33,1.9077041363714862,-1.9223321044748243
34,1.8749312087073875,-1.9018879617694608
35,1.8809485582655812,-1.885901045458985
36,1.8417890704270348,-1.8827206589764867
37,1.826851546841054,-1.8890233111607357
38,1.8131943346494055,-1.9193393254115516
39,1.8668750866865254,-1.9462100151759956
40,1.8959268398430622,-1.9125023582018998
41,1.926972083826445,-1.91872202703486
42,1.972332180916746,-1.9411120857715678
43,1.9628313105105597,-1.978425900040715
44,1.9139674233328607,-1.9156967332091361
45,1.8793969245992888,-1.9079911983064268
46,1.8801398693657863,-1.8547672417146095
47,1.9151959311538445,-1.8076956390906143
48,1.8983336444688468,-1.8060372889526708
49,1.902964241870337,-1.7950019165876843
50,1.8928028051279275,-1.7955413488769176
51,1.9530896382457703,-1.7847680272511997
52,1.9451106261024862,-1.7441028025411935
53,1.9517182523620873,-1.7869830369479751
54,1.98500396944683,-1.8032800494112926
55,1.979332067786669,-1.792288215898789
56,1.9636305615181102,-1.8456325860609506
57,1.998366660293864,-1.8604828659553039
58,1.9726625310421713,-1.8405489162418764
59,1.945533295415083,-1.825797208853162
60,1.95111819364688,-1.8211412275099936
61,1.9671146496308516,-1.8004853418487918
62,1.9886272204790085,-1.8380064660126447
63,1.9847036986517455,-1.866623362763049
64,1.9806140043938019,-1.8964158139627432
65,2.0847168184174123,-1.8687812900832041
66,2.0321197697949573,-1.865492128077085
67,2.0548353004234343,-1.8387415883867755
68,2.060891856254372,-1.8203385582038993
69,2.0311557078885367,-1.8582686908069332
70,2.003200736630884,-1.874514118930905
71,2.0404306828761687,-1.8382987886815252
72,2.0126604307311227,-1.8615139329283867
73,1.9951561403558358,-1.8688042000382699
74,1.9724870026656236,-1.8690186939387943
75,2.011767952209781,-1.8698942016833955
76,2.036279062600076,-1.8540955773589853
77,2.036412408008616,-1.7969131611738067
78,2.0277279634576755,-1.8575252641074493
79,1.9767828383826385,-1.8461114413702344
80,2.0138186294351885,-1.8317185731659844
81,1.977572789124583,-1.8888595857122585
82,1.9885167887794772,-1.882830301323754
83,1.9957126707336494,-1.9130063410106233
84,2.006115729166105,-1.9261279970968181
85,2.0881710721902165,-1.9283945289102205
86,2.0564579917537085,-1.963969830206259
87,2.0524037711495,-1.9891395420029745
88,2.0354798909955867,-1.9826233045394979
89,2.0074130201503473,-2.0184008441118215
90,2.040693943545908,-2.0292485861623613
91,2.015161250324931,-1.961258264916377
92,1.9754412404947357,-1.9426372836056962
93,1.976454996820864,-1.9796874368358206
94,1.9438112665923846,-1.9907403460384245
95,1.9220598990296578,-1.9247474278191732
96,1.9052477626859323,-1.8991093389139369
97,1.8866377096641553,-1.8917168409881586
98,1.8639862521952417,-1.9279925435130634
99,1.8571881769106693,-1.9483500173550785
100,1.8327524779065454,-1.9398138779438445
