,0,1
0,-2.0,2.0
1,-2.0223480525083968,1.9756066529568104
2,-2.0373837792042715,1.9845822695622723
3,-2.013020695856138,1.9857318483318322
4,-2.028524522079745,1.99017140516477
5,-1.992754111904034,2.0031166719053752
6,-2.0057794926178376,2.01685158751166
7,-2.005976812960655,2.0311573148521185
8,-2.035048724997801,2.0132178831622243
9,-2.0115926545188327,2.0098366550383577
10,-2.011884993552867,2.003372129826137
11,-1.9979573297369448,1.9875715360647261
12,-1.9787592699047807,1.993851558783276
13,-1.9879766048340686,1.9884092776346936
14,-1.9747946142641988,1.9837441534842897
15,-1.9894197431613294,1.9832150013103154
16,-1.9838406768975136,1.9631217017890323
17,-1.9966075615956689,1.9734757683241786
18,-1.9828672932567286,1.977845320227544
19,-1.968185206349419,1.9525787599980935
20,-1.9732085527634067,1.9216148968375188
21,-1.977091725255361,1.928146687529823
22,-1.9761593558108077,1.9263696474825251
23,-1.9552417005301066,1.9225349005735484
24,-1.9428571855145562,1.9084265122683786
25,-1.9419078085297676,1.896412122586491
26,-1.934310945762438,1.8983040104707536
27,-1.9454011104013607,1.8698684864722535
28,-1.929849126222858,1.8570180391331714
29,-1.9402916543082667,1.8489824543030058
30,-1.943142168554114,1.8506628334552802
31,-1.9354512321064161,1.8445158271508608
32,-1.9566021313112505,1.8215426085188815
33,-1.940943351735711,1.856405294033657
34,-1.9205299466571735,1.8634205723552077
35,-1.9095640180525635,1.885288345162614
36,-1.9093433605862877,1.9133960790009064
37,-1.930339314425896,1.9154116156418317
38,-1.901286264689805,1.9220923156046952
39,-1.9032964740749814,1.9064966882472414
40,-1.9001295928524693,1.9108814892461206
41,-1.9061702408674208,1.9291451423110704
42,-1.884994180105738,1.9459491831216607
43,-1.915439514672023,1.9140416651045293
44,-1.9234806350490785,1.932817695065502
45,-1.9045143536371671,1.9331902661968443
46,-1.91342144342819,1.9217528771209238
47,-1.9094141028324458,1.9348363343346096
48,-1.914674810510158,1.928866060183547
49,-1.9294478201699137,1.919302616651746
50,-1.935011199504257,1.9045439706432017
51,-1.9480446599685421,1.8940395095499312
52,-1.9385244354068338,1.884420922996562
53,-1.91139391857637,1.898052372177314
54,-1.8919476085576539,1.8775008497278252
55,-1.9109186105233076,1.897027337978355
56,-1.9008298785633428,1.890666596225233
57,-1.900790881777926,1.906796896357762
58,-1.9106477399227635,1.905220236881079
59,-1.9058463821992686,1.9076831676492756
60,-1.9023649377436622,1.9270480753741237
61,-1.9377898448025546,1.8974591005959274
62,-1.936566518014018,1.8994804568997525
63,-1.9629301528051142,1.9016990434867929
64,-2.000588878281867,1.8941669897011664
65,-1.972166159531522,1.902938877677826
66,-1.9712145580571399,1.90446061380369
67,-1.9838037788208527,1.904077695835402
68,-1.9879028519801305,1.9196855123249643
69,-1.9873145441846574,1.936895208141023
70,-1.980498648789915,1.9191448236855213
71,-2.001187092382978,1.9247795290844014
72,-2.0133662893350333,1.919246650609242
73,-2.0424207235034975,1.9302291577228334
74,-2.0563086561326647,1.9303461247878388
75,-2.065859841231713,1.9235224339372918
76,-2.047946756403958,1.9344072459648105
77,-2.0385875582177793,1.9399386761130217
78,-2.0450956999250054,1.95210238587381
79,-2.0623456580309583,1.9645561662672772
80,-2.05971583800407,1.9686436220630739
81,-2.05177876936457,1.9904031026332656
82,-2.0399374937805,1.982298835557969
83,-2.0156262908437657,1.981316334979066
