,0
0,1.0330289097215581
1,1.1397774574443127
2,1.0958577247679886
3,1.0521925364277123
4,1.0791979519588046
5,1.0635742981014278
6,1.1427363128140573
7,1.0583540340555515
8,1.155667929281013
9,1.0942009663123182
10,1.0839706224906067
11,1.0686988021362263
12,1.0430873396400102
13,0.9821828430939805
14,1.124122243937087
15,1.103988952898777
16,1.1702154437465184
17,1.1865313447342836
18,1.2164601625466065
19,1.1872518250614494
20,1.171667802290519
21,1.283958208065596
22,1.3941585368477099
23,1.41059076965662
24,1.396984084411822
25,1.551445002455639
26,1.6191648831954208
27,1.5507885628200606
28,1.463586376053629
29,1.4150160272948116
30,1.4734584316976846
31,1.2756914665210615
32,1.4648845441241392
33,1.3914011617874018
34,1.3546600097051067
35,1.4060864650560612
36,1.3764268525069159
37,1.2708348585998337
38,1.2747110834410196
39,1.3121129074176827
40,1.1306636752651475
41,1.1914261706378684
42,1.2995850110302665
43,1.194031027190967
44,1.1941489563160999
45,1.3194803335635021
46,1.2633129839418988
47,1.2552708105412758
48,1.2855526782457354
49,1.3287319281663088
50,1.2080440425000085
51,1.0978004048949508
52,1.1835773337186795
53,1.1074344570907657
54,1.007998225456198
55,1.0747644196958608
56,1.0873670125926322
57,0.9847307230398713
58,1.0327811224051096
59,0.9724102401266171
60,1.0007086787872177
61,0.9079416957688806
62,0.8411271497765804
63,0.9448044161419323
64,0.9190240855414378
65,0.9219361463827516
66,1.0690063999991672
67,1.0257170715019202
68,0.9962779269761284
69,0.9787648463954564
70,0.9946656618640121
71,0.9453196194997858
72,1.0287760774727237
73,1.2226370488914653
74,1.1039466428037332
75,1.141919758331947
76,1.2506219420262887
77,1.2262776808248181
78,1.3483129666768228
79,1.2789796655074084
80,1.270250618160742
81,1.222875642893227
82,1.2527139832508858
83,1.2603323399559
84,1.0394522151282208
85,1.105974664057708
86,1.1264903659865302
87,1.0163231029615765
88,1.1303979404584656
89,1.120081502266508
90,1.2136466793680525
91,1.159690559660462
92,1.2574853867760942
93,1.2363427019487003
94,1.2048346805121435
95,1.170025445830944
96,1.2955725519345984
97,1.1696349515660003
98,1.189706648611387
99,1.0798755655216898
100,1.1362435812917848
101,1.041587391737887
102,1.108186420186481
103,1.196578411246245
104,1.1083285895662685
105,1.0730692522061929
106,1.113630960778738
107,1.1014679835557777
108,1.1386929689302032
109,1.199394864270297
110,1.1516497222600346
111,1.1464861912020325
112,1.1349582711017696
113,1.184917035853979
114,1.23007101552351
115,1.246995551956276
116,1.1636569778096282
117,1.142876899673776
118,1.0886793772883867
119,1.0303918243568027
120,1.133477636902167
121,1.0833260206835214
122,1.207368672595374
123,1.0988716936213099
124,1.2080892323489039
125,1.2058804720879255
126,1.1005407273729848
127,1.1052628899766428
128,1.1545746973954771
129,1.1219687031587542
130,1.0890767726739454
131,1.1621545740041779
132,1.1007197520879
133,0.9497165230696715
134,0.9359636672966828
135,0.8852407950085639
136,0.942422619968658
137,0.9387359631560843
138,1.066009820101673
139,1.0673415462677796
140,0.934250926055234
141,0.9842000678902111
142,1.021577835806517
143,1.0733065363344247
144,1.0421304624326264
145,1.0454745352470454
146,1.0004006342362288
147,0.9636058354740143
148,1.0153487450283665
149,0.9102351247574462
150,0.8748509673350321
151,1.0325808882460656
152,1.053865207286555
153,1.0084894288670987
154,0.9867632247931025
155,0.9493612837728181
156,0.9882873530716421
157,1.0307471349313446
158,0.9906218986994921
159,0.9533925172054808
160,0.9628512692537476
161,1.0348283572425683
162,0.9562577777038613
163,0.9938203115988672
164,1.037111470427559
165,1.0086880150610658
166,0.9691274969312272
167,1.0333815246787013
168,0.9965386466134081
169,0.9865682568529384
170,0.9610548467491815
171,0.9078537539625215
172,0.8880591106484591
173,1.0209103090624352
174,0.9821966247940231
175,0.8804776739327392
176,0.9513356672884424
177,0.8477112447998686
178,0.9093269095878727
179,0.920747476659551
180,0.8667794029209286
181,0.9025465830907511
182,0.8806084239179922
183,0.8815239918426795
184,0.7578049388378425
185,0.7918610226550551
186,0.7807233547553617
187,0.7494562263784047
188,0.753561834038294
189,0.6879841500746204
190,0.6819347996859156
191,0.7786852799239433
192,0.9039814539775612
193,0.8516525401123068
194,0.7342107434844675
195,0.7666275099037451
196,0.735247530508142
197,0.806525280920343
198,0.7129442132776685
199,0.7586406558516745
200,0.715206990388035
201,0.7105873261310168
202,0.7649517046300406
203,0.7239801534030016
204,0.6874797629434919
205,0.739847697648038
206,0.7109412009275962
207,0.666203713750066
208,0.6590846717759249
209,0.6577593465380726
210,0.6496032098744965
211,0.6488257557456905
212,0.5565977704847231
213,0.584413102248645
214,0.6197462294521602
215,0.667984693555905
216,0.7168109392518306
217,0.711878145278423
218,0.6829272816099634
219,0.7165577335418746
220,0.6637536482765004
221,0.724408973633706
222,0.7453868743173432
223,0.7527250278581935
224,0.728597547247015
225,0.6559806805659514
226,0.7139726095221816
227,0.6962301571736305
228,0.7758474766279932
229,0.7254453479265056
230,0.7890566515706182
231,0.7610761625883404
232,0.7968347358319711
233,0.7906484293784571
234,0.7198302026229159
235,0.7667032038035984
236,0.753794374661279
237,0.7694999630764395
238,0.8460046701433349
239,0.7349061060832506
