,0,1,2,3,4,5,6,7,8,9
0,-5.0,5.0,5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,5.0
1,-7.054121932076676,7.213146054017094,4.904178395327884,3.3826208011772674,-4.930705381957051,4.148000934734744,-5.151685547748393,6.367367426263608,-3.926708437096245,4.956919426686676
2,-7.117595296053618,7.167033265173618,5.009570246055968,3.3529865060267747,-4.964549110897692,4.110804430702615,-5.3963049826601335,6.2771145835277125,-4.032015574951748,5.088085433655399
3,-7.134778913011582,7.047365120845638,5.001772430135684,3.450989502771669,-5.076935398108784,4.206552053738848,-5.478466851515951,6.270868031452849,-4.120894790983928,5.0596542396424455
4,-7.144405396083782,7.154528448988243,4.79182620095046,3.5321918316535115,-5.217140244888862,4.242415852878909,-5.5436624955016,6.190202083792849,-4.171735566903609,4.878360489005248
5,-7.195313560565008,7.125065534434011,4.859400949545895,3.465630601939736,-5.088346764054785,4.264154953322225,-5.513028545599719,6.183625058937902,-4.168445079787852,4.914899452165373
6,-7.113764919200327,6.9458325683723725,4.83739950455655,3.725008760198318,-5.117686157731075,4.266905048111941,-5.54500766828227,6.187975998169186,-4.197352843360452,4.890355796557762
7,-7.090784479483823,6.883966298039267,4.835109296223687,3.6739238227160524,-4.9660296278388145,4.325928204523317,-5.562301076780856,6.136937083724561,-4.189779394657737,4.967674531056741
8,-7.133442301877949,6.805516158196849,4.842467390670484,3.820612920152448,-4.733964165179206,4.290727877188696,-5.738429139509082,5.870366710001136,-4.129170587361823,4.783288147718482
9,-6.961144623819282,6.694911297257151,4.967259597347701,3.931249474757941,-4.536142021070154,4.2796028444469,-5.756092463473017,5.84098059517492,-4.099456011667794,4.852965702916571
10,-6.947222819688413,6.951830923850521,5.028275943400942,3.9080717701352294,-4.620993778426149,4.426946752374906,-5.77198139601231,5.8807745694129645,-3.997445371489862,4.879969301941868
11,-7.000991048870822,6.947393980209832,5.181574743375007,3.8841374154326247,-4.445542365345458,4.403129375867672,-5.854392024220039,5.899646297002356,-3.876767858225137,4.825828061530574
12,-7.056693363372478,6.9240056189100825,5.274829232184969,3.7986370923377613,-4.5456351849052945,4.268685859813838,-5.844052699406881,5.890778211409075,-3.7998223490378322,4.821424149738254
13,-7.072542556662426,6.775443735510509,5.402943724991364,3.825876607324849,-4.3800277993671815,4.23003964848835,-5.968445234994442,5.924133672014515,-3.9558504077671244,4.816017527702621
14,-7.073091657469897,6.788196466503318,5.341617120554766,3.845305337306674,-4.400051272382549,4.269948075130437,-6.040802598236365,5.982274868963381,-3.859087088856349,4.755797206646427
15,-7.035088924467853,6.732125184698308,5.350529803455425,3.9491949639952235,-4.440435926144202,4.19286628020969,-6.004456395161684,6.1257488938260805,-3.912519026902187,4.728422904758241
16,-7.060681564442283,6.700671400115216,5.109979292118432,4.340024374552742,-4.502022896671828,4.034349514690155,-5.956050058192086,6.052466337659774,-3.879740188279662,4.635302320842849
17,-7.16071339169095,6.757264591374037,5.2142479033288875,4.622170854064338,-4.353656724605983,3.937468528183861,-6.074314635533432,6.27370213703219,-3.8521367190028624,4.719075075844148
18,-7.18639167719779,6.739098191300572,5.127515226735367,4.680501560948515,-4.371199746740579,4.039977277304758,-6.085381790847976,6.408497977223735,-3.9897337321758397,4.994012393830552
19,-7.242323581685542,6.727173218152922,5.044286518051667,4.816476526514272,-4.2148206542671804,4.122212481521642,-6.072152230370373,6.424624502689486,-3.9453504062498213,4.898924484846498
20,-7.308988968752701,6.686383687410024,5.061125237434193,4.507398262742317,-3.960665238879705,4.227907774958844,-6.128020965758313,6.413002024125079,-4.037671045371855,5.081377590545235
21,-7.327375690965108,6.813998561333444,4.914534204689656,4.660123352320466,-3.99713770610338,4.17435990213281,-6.173011838005028,6.493871332556937,-3.8401255437113444,5.061765008432956
22,-7.344027092462969,6.81591916774095,5.000701924483299,4.698835974421964,-3.975132045895309,4.224311387178102,-6.201032605930688,6.420568888540016,-3.8843922450253254,5.122216930377124
23,-7.248473584291536,6.672707696743679,4.985928041434306,4.819140109649031,-4.0965478550488195,4.383997380247518,-6.1967912239141025,6.520213541436772,-3.9342412948385594,5.059803189047628
24,-7.267675401293143,6.758117508812193,5.0879116225657635,4.842557823880362,-4.110147118357551,4.3694914299723315,-6.344600714810367,6.576346174677398,-3.8371144360913685,5.035694581722716
25,-7.366152300638192,6.56517542037613,5.118113056081088,4.879284999024997,-4.069875038817363,4.41358476353721,-6.255670849463012,6.373569460912163,-3.8600067982401893,4.8536531176528595
26,-7.406329198461129,6.518335824701219,5.03194086772163,4.834746814074756,-4.069714339468136,4.407501261417526,-6.343439265417024,6.307398161139721,-3.908716662670122,4.865765072874538
27,-7.150978629930666,6.4415029739680465,5.045938298682886,4.996814310543047,-3.995253818367208,4.452121372936639,-6.312303986838981,6.354992664681819,-3.935111204183372,4.787260812441776
28,-7.052697331872751,6.436151859600362,5.090743384849245,5.185595795170884,-4.0467855638669885,4.601585585124545,-6.230858971629847,6.169204197172322,-3.930182824117054,4.61714863042908
29,-7.018986842795451,6.506188020391407,5.165997106227682,5.202739126085158,-3.8879934354307166,4.719762705033327,-6.3428533461868515,6.145862301294991,-3.9103027825129746,4.50229100929358
30,-6.785166650281928,6.406487897860661,5.069077981730296,5.261464057103319,-3.976736933138149,4.851379444958763,-6.304684497128768,6.075682196671328,-3.8774517999431484,4.5397871259378775
31,-6.682635354757193,6.388856056194219,5.229369561854798,5.148882985075122,-3.9879216283723977,4.718469743665896,-6.116576725846938,6.004733024136736,-3.7599174370550332,4.547977025934652
32,-6.499392818974415,6.282387577781664,5.076860294419284,5.245189280290407,-3.865336313462053,4.64040974410724,-6.068350695590827,6.0661881183808255,-3.7785977834090647,4.620091291292982
33,-6.4609638942664915,6.053719703523148,5.067679124086862,5.410164907242171,-3.8451452255158123,4.666352942546819,-6.08861386188117,6.124260082212532,-3.762117982700882,4.47807021151596
34,-6.4341396161078555,6.01060984752739,5.130527536790897,5.104187890122134,-3.886667014751404,4.691679927237797,-6.0206862751864225,5.858911549983236,-3.8222399460737173,4.420467296451331
35,-6.492023216056026,6.046273495758661,5.204857956621769,5.156515262676892,-3.9094453830875384,4.591086687242135,-6.224735479359939,5.732140461253421,-3.705506697348574,4.521063954525434
36,-6.399582070514893,5.991884421042815,5.244474221990311,5.120734748696456,-3.969342914019479,4.6638909511514015,-6.316176924682267,5.7278685208380145,-3.7007070704985128,4.489080375872809
37,-6.576605027139374,6.0912374099946955,5.311115408895291,5.284655623869254,-3.9126833724358194,4.625194261158648,-6.266292575469826,5.687434708647003,-3.752866680767345,4.584774522948412
38,-6.52411688656883,6.071408459612972,5.404156181992159,5.289311646002551,-3.803652360178564,4.696610658529461,-6.377544987315294,5.528257165531209,-3.6081521606587716,4.492036326583226
39,-6.4001168387230365,6.181257166801401,5.453355827074186,5.388281804681126,-3.8864404784713487,4.702838615941381,-6.367929758505403,5.260143721692582,-3.632371702351196,4.524223868709034
40,-6.2993687446104,6.030010859083316,5.433381710954488,5.576027727095202,-3.828563500287164,4.583316020201151,-6.397229235016309,5.321680625101056,-3.7289011377550407,4.416139955660766
41,-6.262059618416828,6.037101847382549,5.288050741745358,5.568116896588208,-3.8530936907434854,4.764355002559988,-6.302806030264653,5.358666566907211,-3.633446086480463,4.415729408336561
42,-6.2338406420798105,5.928652460789642,5.237853717693577,5.814101491307211,-3.7414073647189525,4.762810657231591,-6.253149986503554,5.324252341140123,-3.684952786514264,4.478709219150357
43,-6.189706122591211,5.827492745485113,5.3150971232638815,5.679266083269696,-3.700675852372241,4.71293675880563,-6.134299255938703,5.205262394609463,-3.6798440684422533,4.528899610379117
44,-6.269614468159916,5.774860203460195,5.152102240132738,5.586697191077013,-3.5173816781808513,4.738203930833526,-6.147914530620123,5.174035230607081,-3.8455838917553,4.418690012589637
45,-6.48131569374422,5.77041119212318,5.098886933237516,5.673154673855465,-3.3991688406084495,4.638425163098195,-6.3526024197340965,5.058472680457804,-4.009115402808096,4.362839230648
46,-6.5718199927013305,5.923311819187031,5.113039432754603,5.614284759976411,-3.2720812245005644,4.571622572838794,-6.216192906132637,4.957350101321102,-4.228457874180798,4.337420029117025
47,-6.667605445394993,5.971180386046383,5.156501503189041,5.595733222186858,-3.2456362544825827,4.496176872842779,-6.197313826407839,4.905520045954532,-4.275655975267858,4.432911930221624
48,-6.853287596503816,5.884893552209685,5.115332347255544,5.80427143377529,-3.2645399754622204,4.5603379921046505,-6.047216802281319,4.738989952179949,-4.4223258607255485,4.425425239784485
49,-6.8138607200936026,5.866504098526732,5.104596041957412,5.603220218782661,-3.349065196663812,4.473007675540662,-6.041998764015869,4.798300085093887,-4.550483250675018,4.349644400544476
50,-6.804848513171781,5.827608193849405,5.174997882996988,5.722948418985655,-3.415301987463737,4.579888249930357,-5.925884130753578,4.747973113174041,-4.569570895948554,4.354029881758056
51,-6.676520400483264,5.691612439130237,5.137793730358546,5.6539528416159275,-3.273679369105491,4.565570830422233,-5.995146935614682,4.899299968731868,-4.712042059729227,4.200069487183435
52,-6.677213776016511,5.850608747466469,5.089018337802199,5.758625258933966,-3.2881919479633868,4.807618360047373,-5.843208628448321,4.81150546065438,-4.711740208186188,4.267631219383822
53,-6.7288816115413805,5.722145949185746,5.219763465522352,5.778255218363861,-3.475893265353306,4.739152669189321,-5.938463981464646,4.686258706886132,-4.771357982918613,4.148783287347995
54,-6.6860068792949185,5.744894866990951,5.235344020066773,5.862476501921543,-3.482946389537973,4.910685261192578,-5.792882922915077,4.681444810825345,-4.7088588762576595,4.145486530226233
55,-6.831817852196779,5.802994251493322,5.211493495814224,5.749373278289447,-3.4560320227987398,4.837377558030302,-5.732398752746576,4.875703538548634,-4.785274652664371,4.20690765328022
56,-6.868711950498837,5.810670619726319,5.3332437520959495,5.791183377497792,-3.270430762326815,4.881609440708761,-5.958171551175697,4.946298382893789,-4.851117363907973,4.080341246180389
57,-6.751462577528933,5.780493369164661,5.357245985749948,5.859677569816563,-3.284822383624307,4.965727153917435,-5.958885746123307,4.96323040155752,-4.821973821596868,4.105534799808281
58,-6.58378976514898,5.6445340163074444,5.45091547103726,5.945740188818181,-3.3784795887734145,4.953476928516791,-5.895565723871004,5.118605283048748,-4.894045126158624,3.897013816768899
59,-6.650784910909668,5.421079443828218,5.380557616700357,6.001303464007973,-3.3846854374233177,4.845530065132125,-5.996146103934764,4.995218777300766,-4.967655905661956,3.9231211440987246
60,-6.70356921110402,5.393634712325645,5.493098259005129,5.754302244484984,-3.3870193717928263,4.693023327087985,-6.0942315267879685,4.882489984267533,-4.9214508088050515,3.874856163720912
61,-6.700068181281552,5.307926164885474,5.4218097352625705,5.758909301561288,-3.4382851572146462,4.579834059404795,-6.263554757604114,5.036356776089196,-4.7372702304511165,3.9121502945290665
62,-6.622662430542762,5.3976298601491886,5.27992806070762,5.789072604028862,-3.3616841495063645,4.8053187280908105,-6.1729624615481145,5.077326999353602,-4.7218035309933795,3.9269992088660555
63,-6.435838042747086,5.271825607601076,5.396347445554776,5.912990997160209,-3.5299613082051766,4.978910176822525,-6.1110121633903285,4.982910126071826,-4.515328645646992,3.845065603586595
64,-6.303131564208747,5.146026616375137,5.537195572057915,6.00568209506587,-3.6762531108206176,5.0623125716982385,-6.221293151096066,5.131581705949536,-4.592709823367948,3.8372699316285854
65,-6.423372365717732,5.192069903980488,5.5486945427342675,5.858901703904221,-3.706988697632089,5.075559707346433,-6.158343429328868,5.046568565996323,-4.552296000421662,3.847101076876583
66,-6.50174256477035,5.113731275007888,5.491185431891535,5.892679076631278,-3.834082473035724,4.961681971943124,-6.053908943133182,5.127234750662522,-4.634619178749643,3.751663595708239
