,0,1,2,3,4
0,-2.0,2.0,-2.0,2.0,-2.0
1,-1.8986063075403947,1.9435365153969129,-1.8312086268871712,2.005149748350906,-2.0454275522479746
2,-1.9129991023658002,1.8859754200804952,-1.8548161399720091,2.0229582552114445,-2.0602052838015137
3,-1.9106708443925196,1.8103457768500453,-1.8177479349307502,1.9791902490383833,-2.0340233041290126
4,-1.92353143878063,1.880237696105437,-1.8775954775142214,1.9039655200724874,-2.010875310614742
5,-1.9288753203833635,1.9049158846978569,-1.902042074377908,1.9644279481367917,-2.066424743637651
6,-2.0405766370697314,1.8510978767787298,-1.921661052051389,1.891291341192299,-2.031426970276888
7,-2.037036664348899,1.823310545427182,-1.9201837634015233,1.8238322596354346,-1.9841170107094035
8,-2.010160889792925,1.7793340495593666,-1.8834741891539573,1.7278837103172564,-1.9539358039779609
9,-1.964372512849966,1.7209312799271492,-1.940974068148936,1.7236492727764139,-1.9916156358775179
10,-1.9554910235855287,1.6910865456257893,-1.9442503256621009,1.7496050522032207,-1.9758269258480583
11,-1.951573562094707,1.718467831922524,-1.933099516399074,1.7704599013804487,-1.9742250894549513
12,-1.9554227534222115,1.6989059111009326,-1.8947601996936694,1.8433094217767385,-1.9157976050033219
13,-1.9631509538441445,1.6562757007336486,-1.9390782617299496,1.7652556612442625,-1.828821041478894
14,-1.8491664216857473,1.7914861421400359,-1.9689862391272672,1.72878033341671,-1.7869772889261362
15,-1.7818482421278357,1.7594682153802297,-1.9753409934283903,1.7346399813558673,-1.7656843569822098
16,-1.8259910336642322,1.7121641310617197,-1.9746965609106386,1.6979746083212393,-1.7577923963455824
17,-1.9196760376747155,1.8502584154958177,-1.8493726547226692,1.7093347702393773,-1.7911229581271313
18,-1.910275580465612,1.8775511935494307,-1.8878140782307955,1.7126067422335427,-1.7854257874675514
19,-1.9232831140082884,1.8865174832448386,-1.926257583126498,1.7376369897177053,-1.8404432052130548
20,-1.8829731851776412,1.7818645541086833,-1.9165839987164326,1.7004721363468673,-1.8080246505715487
21,-1.8898342573341897,1.753689752872823,-1.8686071040170575,1.6854045133984545,-1.7586936452599735
22,-1.9062812437572039,1.8065290106270313,-1.9470556041358562,1.7037073943858096,-1.8067765059266863
23,-1.8399274083514894,1.76955040150779,-1.9687175252122768,1.7667279597684022,-1.783571098998739
24,-1.7825191382547911,1.722854445111259,-1.9205714682427553,1.749268523928092,-1.7531561548978485
25,-1.7566373926472298,1.6967904757453578,-1.950910989890578,1.7369465775246316,-1.7470614245065885
26,-1.8185094504014754,1.7661164623654813,-1.978893550609749,1.7129584271778135,-1.731591758166211
27,-1.7638438192526833,1.7587320106887037,-1.9595674364798799,1.6856945571864792,-1.6926355460400393
28,-1.7453351098328045,1.7750284987880567,-1.9870352695154851,1.6333808431813193,-1.6797784317202011
29,-1.847780253922287,1.718618707667284,-2.0152573692314384,1.670718817667018,-1.623597116427218
30,-1.8089608412416924,1.6228464782936058,-1.999753888603536,1.6359924699904762,-1.6307319840547825
31,-1.8434479289925354,1.629624282438398,-1.9444596185952385,1.6749199876537626,-1.5576997925472948
32,-1.789778430451203,1.6112181061345532,-1.8944252984206593,1.6557816775699412,-1.5162630644943136
33,-1.7928844491337417,1.5951669099155155,-1.8743442082216195,1.662977780418694,-1.531125642851937
34,-1.7962152774123552,1.6155150628108557,-1.8450289599999181,1.6423462601650871,-1.630850807915842
35,-1.8140515048484172,1.586771124314707,-1.8299094380909333,1.656403658486402,-1.6564522661927596
36,-1.8023666536044873,1.57711526571269,-1.736823928866059,1.5911054191357774,-1.627264710634846
37,-1.8144955763311144,1.56223935719187,-1.692438794019095,1.5871043261413957,-1.6399954523860327
38,-1.7693673068566043,1.5971089933712541,-1.738922605099064,1.5283420825442702,-1.6795241023600147
39,-1.8182635615855116,1.6417746224321885,-1.6417035413522105,1.572244399439119,-1.6228879643104916
40,-1.8146737491183829,1.6606037219922034,-1.6291195926675797,1.589466047584296,-1.6768085838498745
41,-1.8195090427079115,1.6366955194157136,-1.6362724461157632,1.5611287840570345,-1.6241354536935007
42,-1.7925358678014909,1.6858762050118117,-1.6212658133123155,1.5578066178648502,-1.5958600484991483
43,-1.7548932763510672,1.7419612359669343,-1.6763139266590896,1.546462790957708,-1.5726700971504342
44,-1.7040051030870274,1.7412792909514934,-1.645256791658362,1.5036346442032216,-1.6063578293101166
45,-1.6387261653372305,1.6245456344497418,-1.6910512262955895,1.463348448787954,-1.6005551390181427
46,-1.639460028444258,1.6159570208122642,-1.6497712972098577,1.4926298569958165,-1.5497607308696324
47,-1.6416667586066755,1.7131012881972656,-1.6751380713966384,1.470986142028446,-1.5183942950083822
48,-1.6759760019392589,1.7174514244176329,-1.678406983162394,1.4621901012522223,-1.4822942719727985
49,-1.6704136023453868,1.7333725567628444,-1.6853125520724161,1.4202826211435648,-1.5547310408384218
50,-1.664117684293386,1.78929541117065,-1.6121225246407782,1.383675166436723,-1.5376029310585246
51,-1.7183894961158956,1.7292158679481342,-1.5856855209242835,1.3513237797127773,-1.5613436360431903
52,-1.6933906206967917,1.7374589817248438,-1.5867587873939593,1.3167203232132625,-1.5423734169919794
53,-1.7461830378167245,1.6270577291889872,-1.6442716113619908,1.391478912687398,-1.5987147301361029
54,-1.72707827876988,1.6513380130193354,-1.6773630719810093,1.404817786437632,-1.6539522807193676
55,-1.70952953650583,1.6389619768720882,-1.5722930505867878,1.3471077368707474,-1.7013977294978606
56,-1.6896643640715887,1.7012746191297226,-1.636981420186054,1.3439954940437866,-1.7236068349827698
57,-1.647437565115965,1.6725588775560238,-1.6522671486710434,1.4238771648038524,-1.817234167142798
58,-1.5408330736563032,1.6963307287541844,-1.6395970500813415,1.490360615322994,-1.8431799458662055
59,-1.533397823112331,1.69567658979016,-1.5996894179852557,1.5060933968374015,-1.8612509773564523
60,-1.5212511651665894,1.7088023430726642,-1.5646270008141088,1.500631508950961,-1.8412395761057718
61,-1.5778678074107955,1.7347352734924126,-1.5638152340750329,1.513928152271294,-1.8248140660226222
62,-1.5693672066449316,1.7091966734868682,-1.50207046112809,1.49437975482687,-1.7995240250809263
63,-1.5641543199457344,1.7426981372079389,-1.551625041660784,1.5054230694664525,-1.7526852393281083
64,-1.570551243743134,1.756069634741018,-1.5316504991653068,1.4807665351190074,-1.7985155932318064
65,-1.590104864810986,1.7254329039668228,-1.5845043700247945,1.476196767810396,-1.8290959429421456
66,-1.491892377851181,1.6506166815954326,-1.6296632784984215,1.5101205320905116,-1.9273681808144432
67,-1.5106813776525287,1.6469647540702481,-1.6359979391662458,1.5458511331193268,-1.9813471854675035
68,-1.5255510952161095,1.6496232876567039,-1.5326584240492116,1.5230572143896572,-1.9736228544804413
69,-1.5904854425840458,1.74359339955527,-1.481937150743845,1.556963847449213,-1.9632234604044405
70,-1.6467964889647695,1.7425387472634175,-1.44418775073413,1.560901520412634,-1.9869830277467293
71,-1.755248448936788,1.7518983249651843,-1.4966116403965337,1.5690054071442912,-2.0073732930433104
72,-1.7540910475689409,1.7939234409882532,-1.5029942028667327,1.475213923293404,-1.9455082079830914
73,-1.768406713699685,1.7938884607769956,-1.4991777998296918,1.4843619718367584,-1.8718377135555906
74,-1.844654753666257,1.8077653573573047,-1.5978896124538402,1.4192422170357961,-1.8112915321638585
75,-1.7763961229206682,1.8132983596011318,-1.590523481424094,1.3920730627549136,-1.7660099533051914
76,-1.8461129133414937,1.8066445882100957,-1.5310334007304554,1.3932266940781584,-1.7012881923959098
77,-1.887051869309806,1.7719851032057155,-1.4759396328899792,1.3634016144654921,-1.7839868128414467
78,-1.8614140813560422,1.7773797111397982,-1.4476875275587189,1.3790853597927863,-1.703712771146688
79,-1.8379260434422857,1.7340990635942046,-1.5141959827303977,1.353018815620766,-1.7230157706922815
80,-1.8739658898761828,1.6938604131399746,-1.498907756350498,1.3614845284457822,-1.7635041545622896
81,-1.8771168012973205,1.6627841298930022,-1.479087675164402,1.3944237584854409,-1.7380837064964165
82,-1.9999494112559313,1.6018473113661453,-1.5229911501738282,1.4626647462726519,-1.7515764600600485
83,-1.9761183172370034,1.6337613962224298,-1.517294885577303,1.4344007695970362,-1.7876113968879987
84,-1.9092986895130957,1.6510174079212705,-1.5168304575695202,1.4091360798079124,-1.7597923154710768
85,-1.9300088593746014,1.6468274442217885,-1.4868146445347152,1.4805305895244876,-1.682244519401734
86,-1.9110390127110128,1.641398238305742,-1.4925851659047906,1.4394786039624268,-1.6828319346396177
87,-1.9456155968190247,1.5694422276049869,-1.4980508619475936,1.4060719186904658,-1.6757496523591895
88,-1.9562913032547848,1.610131337520892,-1.4238007665325514,1.4016744058582076,-1.6886460916065658
89,-1.8522237397370191,1.642554729630562,-1.4933118215522878,1.3729793756806092,-1.638772069444039
90,-1.8558447518036618,1.5360511619762265,-1.4865891887531133,1.3512427815003376,-1.6571449124281763
91,-1.8437430093269402,1.5100614950787206,-1.4925915834440115,1.3627977807658744,-1.653368947117445
92,-1.859935377337759,1.452049350107652,-1.598437378672085,1.3651542858392092,-1.623764861530433
93,-1.8239569954033037,1.4843659948673618,-1.6066152362684305,1.414257390094685,-1.609240579468373
94,-1.8174609430309938,1.4632424182949222,-1.6045650621183878,1.444649030423507,-1.608724664085688
95,-1.8518076454100008,1.3918474397057548,-1.6717136534468933,1.5242116658306046,-1.5416026583813047
96,-1.8506360841228442,1.416159311557936,-1.590376949995597,1.513096765286039,-1.5554020084704827
97,-1.8330986529346958,1.4517174140423286,-1.5744952925801479,1.4900518236821878,-1.4510894570306447
98,-1.8168981191904978,1.422139652762254,-1.4944186355771563,1.5268415686839278,-1.4464848138245276
99,-1.8235748311603566,1.3771567993058362,-1.4448270070922324,1.5145827610445275,-1.4115586652709236
100,-1.7420906535204617,1.3546703634674226,-1.4372884539447806,1.546980391258635,-1.3915742095542
101,-1.6793357072157997,1.32168495057937,-1.4117945065774058,1.4975481734650302,-1.4704650783539792
102,-1.6862901066977911,1.2905209457529458,-1.480927027822438,1.4122038982011216,-1.508529434363093
103,-1.6209209057702272,1.2861885176270444,-1.4770087777836454,1.4386348961173947,-1.5297273933801583
104,-1.6917221677156558,1.3129307940840889,-1.4576509976200132,1.5289722312705318,-1.490287914341917
105,-1.6929560633025402,1.3999327730447637,-1.4473048223177503,1.561633608438856,-1.4325032915869569
106,-1.6334964722973828,1.4808233009907064,-1.5451964005576393,1.5686979795524378,-1.4253137812869066
107,-1.6632024425157428,1.530275854666996,-1.528052576432285,1.4839109779857398,-1.4430772248124306
108,-1.6933673931707884,1.4842958933396095,-1.612492658053975,1.4760129000904745,-1.566675429739838
109,-1.5600860674554866,1.4693643540945558,-1.575332256717233,1.4853910816748401,-1.5153280968845362
